time,signal,power_demand,windspeed
0.0,-0.021337541131918172,0.02506003292802656,29
0.02506265664160401,0.05761796580581601,0.025052162776081903,32
0.05012531328320802,0.019486028635065357,0.025028557263520882,9
0.07518796992481203,0.17740742858688557,0.02498923121705751,17
0.10025062656641603,0.06104158401001776,0.024934209337534124,34
0.12531328320802004,0.14147458610760041,0.02486352618440666,32
0.15037593984962405,0.14843372708582828,0.02477722615403779,16
0.17543859649122806,0.13100209262758983,0.024675363451811344,38
0.20050125313283207,0.2695244006916739,0.024558002058085712,13
0.22556390977443608,0.23679985770298367,0.024425215688007526,39
0.2506265664160401,0.29131422153791264,0.02427708774521091,46
0.2756892230576441,0.35465847489815233,0.024113711269431334,15
0.3007518796992481,0.36767757801719014,0.02393518887806695,26
0.3258145363408521,0.4001212227154905,0.023741632701724275,25
0.3508771929824561,0.49024224485786927,0.023533164313788463,47
0.37593984962406013,0.34652216860424967,0.023309914654062625,33
0.40100250626566414,0.31433313797380125,0.023072023946523967,39
0.42606516290726815,0.44310848722676655,0.02281964161124872,2
0.45112781954887216,0.4049809162941619,0.022552926170560678,28
0.47619047619047616,0.5293032421490524,0.022272045149462627,34
0.5012531328320802,0.48332980896736366,0.021977174970413516,31
0.5263157894736842,0.33088815155697027,0.02166850084251662,48
0.5513784461152882,0.5973402664261184,0.021346216645188987,14
0.5764411027568922,0.6245190162741421,0.021010524806385045,37
0.6015037593984962,0.6408974382527227,0.020661636175450915,48
0.6265664160401002,0.6156804310505007,0.020299769890689046,21
0.6516290726817042,0.5908118846760564,0.019925153241716564,42
0.6766917293233082,0.6306478133838406,0.019538021526703753,15
0.7017543859649122,0.7325442429018512,0.019138617904582544,38
0.7268170426065163,0.4543915435535204,0.018727193242317308,31
0.7518796992481203,0.7314269774044749,0.018304005957334224,43
0.7769423558897243,0.7799289617083508,0.017869321855208564,43
0.8020050125313283,0.781034786056019,0.01742341396271102,11
0.8270676691729323,0.7641286001556784,0.016966562356318493,11
0.8521303258145363,0.7828179707136339,0.016499053986297085,23
0.8771929824561403,0.6908022731039488,0.016021182496467556,23
0.9022556390977443,0.9491579354145526,0.01553324803976619,37
0.9273182957393483,0.8919741624610099,0.015035557089717932,12
0.9523809523809523,0.7371284708553856,0.014528422247939154,27
0.9774436090225563,0.788281961421325,0.014012162047791044,5
1.0025062656641603,1.1425394550503232,0.013487100754307868,21
1.0275689223057642,0.7354370545437804,0.012953568160524842,4
1.0526315789473684,0.7865617459014713,0.012411899380333657,35
1.0776942355889725,0.76137439729828,0.011862434637996133,8
1.1027568922305764,1.0612764892643871,0.011305519054448376,26
1.1278195488721803,0.8568108772924224,0.010741502430528849,0
1.1528822055137844,0.802286586650105,0.010170739027266673,45
1.1779448621553885,0.9905880880442447,0.009593587343369292,36
1.2030075187969924,1.0888873517114273,0.00901040989004831,5
1.2280701754385963,1.1270512117271099,0.008421572963324353,47
1.2531328320802004,1.034961745569408,0.007827446413955053,48
1.2781954887218046,1.1543715654972386,0.007228403415130591,4
1.3032581453634084,0.9711353415104126,0.0066248202280823065,4
1.3283208020050123,1.0297090078125894,0.006017075965751295,37
1.3533834586466165,0.9617178498407354,0.00540555235466611,25
1.3784461152882206,0.8431306016636009,0.0047906334951788865,46
1.4035087719298245,1.044375631510292,0.004172705620210604,46
1.4285714285714284,1.0295237799257122,0.003552156852656585,6
1.4536340852130325,0.9613350365374147,0.002929376961604613,28
1.4786967418546366,0.9145089642868599,0.00230475711752004,16
1.5037593984962405,0.9721526111173581,0.0016786896465498802,23
1.5288220551378444,0.9387228739897098,0.0010515677841010929,44
1.5538847117794485,1.0060558708056215,0.00042378542784815565,3
1.5789473684210527,0.958941152675131,-0.0002042631096758618,23
1.6040100250626566,1.0076435570115059,-0.0008321833487484054,20
1.6290726817042605,0.9550044664018021,-0.0014595808902315155,14
1.6541353383458646,1.0654124234834808,-0.002086061663295835,7
1.6791979949874687,0.7033916642591439,-0.002711232172937672,31
1.7042606516290726,1.0013278425674044,-0.0033346997471348505,39
1.7293233082706765,1.0925444158227284,-0.003956072783485698,35
1.7543859649122806,0.8369464217314242,-0.004574960995175681,45
1.7794486215538847,0.7330941948500245,-0.005190975656118424,25
1.8045112781954886,1.026470411684232,-0.005803729845115901,26
1.8295739348370925,0.965776585434714,-0.006412838688885203,34
1.8546365914786966,0.8405487941688509,-0.007017919603798772,21
1.8796992481203008,0.8527728565070881,-0.007618592536186741,48
1.9047619047619047,0.8842980491282246,-0.008214480201050478,45
1.9298245614035086,0.9864064287064789,-0.00880520831903625,35
1.9548872180451127,0.8683935972150617,-0.009390405851521677,39
1.9799498746867168,0.8645798838452234,-0.00996970523366647,7
2.0050125313283207,0.9885213137142096,-0.010542742605281763,47
2.0300751879699246,0.8377742745904062,-0.011109158039371736,8
2.0551378446115285,0.9510146970825303,-0.011668595768205114,38
2.080200501253133,1.145835509271996,-0.012220704406774252,22
2.1052631578947367,0.975823424231981,-0.012765137173501528,14
2.1303258145363406,0.9318647934063863,-0.01330155210805467,4
2.155388471177945,0.9048301171315909,-0.013829612286132331,28
2.180451127819549,0.7686710542121322,-0.014348986031088251,27
2.2055137844611528,0.8309472056595023,-0.014859347122258726,25
2.2305764411027567,0.7699228827026449,-0.015360374999862703,7
2.2556390977443606,0.6718756412845446,-0.015851754966346998,7
2.280701754385965,0.664509431597939,-0.01633317838404813,6
2.305764411027569,0.6722420138148819,-0.016804342869050082,12
2.3308270676691727,0.6459071814460083,-0.017264952481112816,31
2.355889724310777,0.4694980660293352,-0.017714717909551647,11
2.380952380952381,0.7240221711304436,-0.01815335665495632,33
2.406015037593985,0.7472618935525015,-0.018580593206629803,30
2.4310776942355887,0.6577909010451675,-0.018996159215636577,11
2.4561403508771926,0.5942596322816095,-0.019399793663354536,5
2.481203007518797,0.6126299527896744,-0.019791243025421068,27
2.506265664160401,0.3668624165236851,-0.020170261430973502,20
2.5313283208020048,0.557472536456637,-0.020536610817081524,44
2.556390977443609,0.48714961328141065,-0.02089006107827407,35
2.581453634085213,0.48361999336253675,-0.02123039021107126,10
2.606516290726817,0.5259766205894182,-0.02155738445342492,28
2.631578947368421,0.4527642573807971,-0.021870838418982796,18
2.6566416040100247,0.44125420172623386,-0.022170555226093513,10
2.681704260651629,0.34159590559898434,-0.022456346621467477,19
2.706766917293233,0.46522542623648444,-0.022728033098420725,46
2.731829573934837,0.2401329936531767,-0.022985444009623796,30
2.756892230576441,0.3871498073719547,-0.02322841767428427,12
2.781954887218045,0.30582645374119083,-0.02345680147970089,16
2.807017543859649,0.21739651493768142,-0.02367045197711995,16
2.832080200501253,0.4265213093658773,-0.0238692349718351,14
2.8571428571428568,0.18158413305483212,-0.024053025607476547,25
2.882205513784461,0.19118185062055826,-0.024221708444432624,42
2.907268170426065,0.2805273890290496,-0.02437517753235914,19
2.932330827067669,0.210236952212376,-0.02451333647672735,1
2.9573934837092732,0.0602070989592807,-0.02463609849936768,15
2.982456140350877,0.1618684585757624,-0.024743386492977554,26
3.007518796992481,0.2458877205520042,-0.02483513306955243,15
3.032581453634085,0.1229592247741752,-0.02491128060271148,34
3.057644110275689,0.19727002977938007,-0.024971781263893975,10
3.082706766917293,0.049705692230283496,-0.025016597052399482,45
3.107769423558897,0.10750788240576763,-0.025045699819257417,40
3.132832080200501,-0.025494349245753025,-0.025059071284907693,5
3.1578947368421053,-0.06165308262416564,-0.025056703050680203,38
3.182957393483709,-0.046752252232376564,-0.025038596604072042,42
3.208020050125313,-0.14417423491041403,-0.025004763317813004,5
3.233082706766917,-0.07682849135322321,-0.024955224442721212,32
3.258145363408521,0.07155207718612329,-0.0248900110943565,28
3.2832080200501252,-0.32255946795504886,-0.024809164233475477,23
3.308270676691729,-0.13826214557560393,-0.02471273464030506,2
3.333333333333333,-0.1795994387955913,-0.024600782882647443,11
3.3583959899749374,-0.17310715490373987,-0.02447337927783523,15
3.3834586466165413,-0.20405599604519636,-0.024330603848566765,49
3.408521303258145,-0.2584258815597355,-0.02417254627264344,9
3.433583959899749,-0.34565879421567636,-0.02399930582664156,2
3.458646616541353,-0.35609930352565305,-0.023810991323557518,1
3.4837092731829573,-0.27256391359754434,-0.02360772104446071,12
3.508771929824561,-0.21568885248326525,-0.02338962266420186,45
3.533834586466165,-0.3935714415903872,-0.02315683317122036,36
3.5588972431077694,-0.29145333138380736,-0.022909498781499033,36
3.5839598997493733,-0.4351987345600773,-0.022647774846727448,37
3.6090225563909772,-0.42270199781832307,-0.022371825756724723,38
3.634085213032581,-0.46367073355714217,-0.022081824836184455,46
3.659147869674185,-0.4363763765919201,-0.021777954235809943,21
3.6842105263157894,-0.6190252942716116,-0.021460404817903567,25
3.7092731829573933,-0.5692053561383209,-0.021129376036486514,10
3.734335839598997,-0.5797995307182479,-0.020785075812021048,13
3.7593984962406015,-0.5974662527277205,-0.020427720400813087,22
3.7844611528822054,-0.458129055211802,-0.020057534259182608,4
3.8095238095238093,-0.5233690190246432,-0.019674749902481414,37
3.834586466165413,-0.5681046110921208,-0.019279607759048578,42
3.859649122807017,-0.7124787269521686,-0.0188723560191974,28
3.8847117794486214,-0.8552282508159528,-0.018453250479325,17
3.9097744360902253,-0.7321739256474564,-0.01802255438124667,6
3.9348370927318292,-0.8347480910608248,-0.017580538246852795,28
3.9598997493734336,-0.6701267280677975,-0.01712747970819145,48
3.9849624060150375,-0.9024704155458559,-0.016663663333088163,3
4.010025062656641,-0.8263201010219204,-0.016189380446407775,45
4.035087719298246,-0.8022083796875852,-0.015704928947070484,9
4.060150375939849,-0.8360978003131725,-0.015210613120942684,28
4.0852130325814535,-0.9416777525687005,-0.014706743449712067,3
4.110275689223057,-0.6126062354590756,-0.014193636415873512,0
4.135338345864661,-0.8644717540410112,-0.0136716143039457,28
4.160401002506266,-0.8567732590964745,-0.013141004998041217,24
4.185463659147869,-0.8442958660073892,-0.012602141775924114,27
4.2105263157894735,-0.9292155278505969,-0.012055363099674365,28
4.235588972431078,-0.9457326602262456,-0.011501012403098865,21
4.260651629072681,-0.8843092494543587,-0.01093943787602103,2
4.285714285714286,-1.1098031764558671,-0.010370992245579636,40
4.31077694235589,-0.7917958039594826,-0.009796032554679701,8
4.335839598997493,-0.74401934254427,-0.009214919937733712,46
4.360902255639098,-0.7807686754441605,-0.0086280193938304,24
4.385964912280701,-1.0030681447367222,-0.00803569955747796,32
4.4110275689223055,-0.9013491108234296,-0.007438332467063324,10
4.43609022556391,-0.9886364776474545,-0.006836293331172805,36
4.461152882205513,-1.0026603932394043,-0.006229960292923276,44
4.486215538847118,-0.9100245847265234,-0.005619714192447833,4
4.511278195488721,-0.925694666561871,-0.005005938327689474,37
4.5363408521303255,-0.9141760636591557,-0.004389018213649676,0
4.56140350877193,-0.9358338351071719,-0.0037693413402447584,21
4.586466165413533,-1.0797617025295714,-0.00314729692892296,4
4.611528822055138,-1.0186731017195663,-0.002523275688191884,32
4.636591478696742,-0.9961309664111828,-0.0018976695682133005,4
4.661654135338345,-1.0384605662366932,-0.001270871514617855,45
